52302726;0001;82;1;;04;20210406;63;;;19830223;4712100;;RUA;GREGORIO LUCHIARI;496;;SAO VITO;13472080;SP;6131;;;;;;;;;
07398592;0001;90;1;BAR TOCA DA ONCA;04;20231031;63;;;20050415;4712100;;RUA;LOURENCO VITORINO;591;;JARDIM BOA VISTA;14150000;SP;7131;;;;;;;;;
07398798;0001;10;1;MINIMERCADO EXTRA LEGAL;08;20220930;01;;;20050425;4712100;;RUA;BENEDITO HENRIQUE DA COSTA;320;;PARQUE MANCHESTER;18056400;SP;7145;15;32216390;;;15;32216390;slorgcont@ig.com.br;;
55210389;0001;91;1;;08;20150209;73;;;19851127;4712100;;RUA;AFFONSO COTTA;137;;JD ITAMARATI;17209460;SP;6607;;;;;;;;;
03299916;0001;82;1;MERCADO VEIGA;08;20120619;01;;;19990721;4712100;;RUA;DO BAIRRO SAO PEDRO;90;SALAO COMERCIAL;BAIRRO SAO PEDRO;18480000;SP;6557;;;;;;;;;
01652488;0001;02;1;;08;20001201;01;;;19970116;4712100;;ESTRADA;VELHA DE S PAULO RIO;235;;MONTE BELO;08577000;SP;6563;;;;;;;;;
04940916;0001;82;1;POINT DOG;08;20150209;73;;;20011129;4712100;;AVENIDA;CORONEL JOSE SOARES MARCONDES;2800;A;VILA EUCLIDES;19010082;SP;6929;;;;;;;;;
00001090;0001;35;1;;08;19991227;01;;;19940505;4712100;;RUA;ALVARO JOSE FRANCISCO;392;;JARDIM MARCIA;12460000;SP;6295;;;;;;;;;
01653927;0001;93;1;;02;20051103;00;;;19970123;4712100;4722901;RUA;VOLTA GRANDE;869;;VOLTA GRANDE;13400970;SP;6875;19;34024582;19;34334855;19;34334855;DANIEL@GRATOSAN.COM.BR;;
03302046;0001;53;1;MERCADINHO SANTA INES;04;20240902;63;;;19990720;4712100;;RUA;ANIBAL;201;;JARDIM STETEL;09111210;SP;7057;011;4448711;;;;;;;
03302373;0001;05;1;;04;20181226;63;;;19990723;4712100;;RUA;JOSEPH SMITH JUNIOR;500;;JD. SAO JOSE;16070090;SP;6155;;;;;;;;;
04942730;0001;62;1;MERCEARIA VINESSA;08;20210119;01;;;20020220;4712100;;AVENIDA;ROUXINOL;90;;JARDIM VALERIA;07124600;SP;6477;;;;;;;;;
00002617;0001;46;1;BAR E MERCEARIA GAVI;08;20160615;01;;;19940513;4712100;;RUA;DO JEQUITIBA;232;;COHAB II;15400000;SP;6779;;;;;;;;;
00002710;0001;50;1;IEN ALHO;08;20161011;01;;;19940512;4712100;;RUA;ADRIANO RODRIGUES GATO;138;;VILA ALEGRETE;19500000;SP;6685;;;;;;;;;
01654671;0001;39;1;;04;20220209;63;;;19970214;4712100;;RUA;RIBEIRAO DAS ALMAS;515;;VILA PALMEIRA;02728100;SP;7107;;;;;;;;;
00002841;0001;38;1;MERCADO E ACOUGUE GUIMARAES;08;20211027;01;;;19940512;4712100;;AVENIDA;MATHIAS LOPES;4331;;MASCATE;12960000;SP;6749;11;45971378;11;45974139;;;j.m.pinheiro@uol.com.br;;
00002842;0001;82;1;;08;20241016;01;;;19940512;4712100;;;B MASCATE;SN;;MASCATE;12960000;SP;6749;;;;;;;;;
00002845;0001;16;1;;08;19960131;01;;;19940512;4712100;;AVENIDA;CRISTOVAM LIMA GUEDES;1221;;JARDIM NOVA MOCOCA;13730330;SP;6711;;;;;;;;;
00002947;0001;31;1;;08;19970331;01;;;19940510;4712100;;RUA;ALBERTO ANDALO;472;;ENGENHEIRO SCHIMIDT;15104000;SP;7097;;;;;;;;;
00002967;0001;02;1;MERCEARIA E QUITANDA PINHEIRO;04;20240828;63;;;19940510;4712100;;RUA;ATHAULFO ALVES;521;;VILA FERNANDES;14095550;SP;6969;;;;;;;;;
03302919;0001;28;1;;08;20070626;01;;;19990722;4712100;;RUA;JOVELINA DE SOUZA MACHADO;235;;VILA REGINA CELIA;12705390;SP;6369;;;;;;;;;
00003101;0001;16;1;;08;20081231;71;;;19940512;4712100;;PRACA;JOSE MOREIRA;25;;PARQUE SAO LUCAS;03237030;SP;7107;;;;;;;;;
03303083;0001;86;1;MERCADINHO CASA NOVA;08;20070814;54;;;19990723;4712100;;RUA;VICTORIO SPINUCCI;594;;JARDIM PROMECA;13223200;SP;7233;011;78656453;;;;;;;
00004033;0001;00;1;;03;20240717;74;;;19940502;4712100;4634601,4635499,4669999,4686902,4691500,4721102,4721103,4772500;RUA;SAO JERONIMO DA SERRA;17;;JARDIM JOVAIA;07132020;SP;6477;11;44235100;;;;;FUNCHALLUZ@UORAK.COM;;
04944628;0001;04;1;PARTNER SERVICE;04;20260512;63;;;20020312;4712100;4639701,4665600,4729699,4751201,4753900,4772500,4774100,4789099,5611203,7490104,8211300;RUA;S CANUTO;249;;JARDIM SANTA CRUZ (CAMPO GRANDE);04456110;SP;7107;11;91660655;;;;;MARTSMARTLTDA@GMAIL.COM;;
00004170;0001;44;1;;08;19971231;01;;;19940513;4712100;;RUA;CARLOS GOMES;565;;JARDIM J BOMBONATI;14860000;SP;6211;;;;;;;;;
00004431;0001;26;1;MERCADINHO DO POVO;08;19980331;01;;;19940516;4712100;;RUA;MARREY JUNIOR;478;;JD N CAMPOS ELISIOS;13050670;SP;6291;;;;;;;;;
00004442;0001;06;1;;04;20190108;63;;;19940516;4712100;;RUA;EXPEDIC DO BRASIL;1960;;CENTRO;14801360;SP;6163;;;;;;;;;
00005386;0001;24;1;CAICARAS BAR;08;20141007;54;;;19940517;4712100;;RUA;SENADOR J.E. DE MORAES;490;;VL AURORA;18206420;SP;6547;;;;;;;;;
00005420;0001;60;1;MERCEARIA CAVALO DE REI;08;20020702;01;;;19940517;4712100;;RUA;MADEIRA;01;;SANTA JULIA;06866550;SP;6545;;;;;;;;;
00005536;0001;08;1;;08;20020619;01;;;19940517;4712100;;;BAIR CEDRO;SN;;CEDRO;12260000;SP;6813;;;;;;;;;
00005731;0001;20;1;MINI MERCADO ASTRAL;08;20170412;01;;;19940517;4712100;;RUA;ASSUERO MILANI;35;;STA GERTRUDES;13205340;SP;6619;;;;;;;;;
00005804;0001;83;1;;08;20200826;01;;;19940518;4712100;;RUA;SILVIO BARBINI;705;;ITAQUERA;08250650;SP;7107;;;;;;;;;
03305913;0001;04;1;;01;19990714;11;;;19990714;4712100;;RUA;FLORENCIO DOMINGUES;136;;CENTRO;12995000;SP;6867;;;;;;;;;
00006035;0001;38;1;MERCEARIA DO PONTO;08;20130108;01;;;19940519;4712100;5611203;RUA;SAO PAULO;1138;;DISTR. DE SIMONSEN;15515000;SP;7245;;;;;;;;;
00006115;0001;93;1;;08;20150209;73;;;19940519;4712100;;RUA;SAO SEBASTIAO;1752;;CENTRO;13560230;SP;7079;;;;;;;;;
00006193;0001;98;1;MERCEARIA YUMA;08;20081231;71;;;19940518;4712100;;RUA;TEN JURANDIR DELMORE;316;;JD ADEMAR BARROS;13056244;SP;6291;;;;;;;;;
03306473;0001;00;1;;01;19990723;11;;;19990723;4712100;;RUA;ENIO PIPINO;10;;JARDIM ESPERANCA;19400000;SP;6931;;;;;;;;;
00006683;0001;94;1;TUANI SUPERMERCADO;02;20040424;00;;;19940520;4712100;;RUA;INACIO DE ALMEIDA PRADO;340;;JD SANTA HELENA;17204630;SP;6607;;;;;;;;;
00006769;0001;17;1;;08;20130711;01;;;19940520;4712100;;RUA;DOZE;15;LOJA 20 - QUADRA 15;TERRAS DE SAO JOSE;18120000;SP;6669;;;;;;;;;
01658599;0001;18;1;;04;20210419;63;;;19970124;4712100;;ESTRADA;MUN DO B DO C MESSIAS;S/N;;VERAVA;18150000;SP;6495;;;;;;;;;
03306946;0001;79;1;BAR VENTANIA;08;20030212;01;;;19990726;4712100;;RUA;CAETANO AGHILES AVANCINI;844;;VILA JOSE KALIL AUN;13150001;SP;6357;;;;;;;;;
00007151;0001;71;1;AVICOLA FRANGOLANDIA;08;20150209;73;;;19940519;4712100;;RUA;XV DE NOVEMBRO;671;;VILA SAO VICENTE;13160000;SP;6175;;;;;;;;;
00007264;0001;77;1;;02;20051103;00;;;19940519;4712100;;AVENIDA;ANTONIO NHOATO;407;;CARLOS CASSETARI;15200000;SP;6615;;;;;;;;;
00007581;0001;93;1;;08;20081231;71;;;19940520;4712100;;RUA;MANOEL CAETANO MARTINS;847;;CENTRO;18460000;SP;6565;;;;;;;;;
00007992;0001;89;1;;08;20081231;71;;;19940524;4712100;;RUA;DR JOSE NAPOLEAO MAZZAL;158;;JD ESPLANADA;13202050;SP;6619;;;;;;;;;
00008163;0001;10;1;;08;19961231;01;;;19940524;4712100;;RUA;PEDRO FERREIRA ALVES;328;;JDM ALMIRA;13840430;SP;6715;;;;;;;;;
00008559;0001;68;1;;04;20190206;63;;;19940524;4712100;;RUA;JOSE BONIFACIO;36;;CENTRO;06550000;SP;6883;;;;;;;;;
00008689;0001;09;1;MERCEARIA DO TONINHO;08;20190513;01;;;19940524;4712100;4723700,4784900,4744099,4761003;AVENIDA;ANTONIO TEIXEIRA;141;;VILA ESPERANCA;12951500;SP;6181;;;;;;;;ESPOLIO EV 407;20181221
03308771;0001;39;1;MINI MERCADO DO PRODUTOR;08;20111004;01;;;19990715;4712100;;AVENIDA;MARINHEIRO;1824;;JD PAULISTA;15570000;SP;6315;17;34532049;17;34531428;17;34531220;eflindomar@ibest.com.br;;
00008731;0001;83;1;A.J.;08;20081231;71;;;19940525;4712100;;AVENIDA;CAMPOS SALLES;274;FUNDOS;CENTRO;14900000;SP;6555;;;;;;;;;
00008808;0001;15;1;;02;20051022;00;;;19940524;4712100;4784900;RUA;CAP VIRGILIO VARELLA  HOMEM DE MELLO;251;;JD BELA VISTA;12412460;SP;6861;;;;;;;;;
03309140;0001;34;1;DOCE MUNDO;04;20181010;63;;;19990720;4712100;;RUA;ALBUQUERQUE LINS;291;;SANTA CECILIA;01230000;SP;7107;11;56223080;11;91992056;11;56223080;;;
04950742;0001;39;1;O BARATEIRO;04;20181214;63;;;20020311;4712100;;ESTRADA;NAZAR PAULISTA;2420;A/BOX  01;JD STA TEREZINHA;07162000;SP;6477;11;9226796;;;;;;;
00009346;0001;50;1;MERCADINHO MOURA;04;20181004;63;;;19940525;4712100;;RUA;INAUINI;238;;PAR XV DE NOV;08246055;SP;7107;;;;;;;;;
00009760;0001;60;1;MERCEARIA DO CIDAO;04;20201023;63;;;19940526;4712100;;RUA;7 DE SETEMBRO N 690;690;;VILA MOREIRA;15775000;SP;7033;;;;;;;;;
01661516;0001;40;1;;08;20070314;01;;;19970220;4712100;;RUA;CISALPINAS;390;;JORDANESIA;07760000;SP;6285;011;78974439;;;;;;;
00009929;0001;81;1;;08;20100203;01;;;19940526;4712100;;RUA;SANTOS DUMONT;08;;PQ. SAO LOURENCO;06864340;SP;6545;;;;;;;;;
00010057;0001;71;1;;08;20081231;71;;;19940526;4712100;;RUA;FIRMINO JOSE DE ARAUJO;471;;VILA NOVA;18206420;SP;6547;;;;;;;;;
03310206;0001;06;1;MINIMERCADO E DISTRIBUIDORA DE AGUA MINERAL ZU;08;20000918;01;;;19990723;4712100;;RUA;CAMPESTRE;66;;SANTA LUZIA;09431340;SP;6967;;;;;;;;;
00010174;0001;35;1;BAR E MERCEARIA MARIA DA GRACA;08;20200110;01;;;19940526;4712100;;RUA;AMAZONAS;879;;JD MARIA DAS GRACAS;14240000;SP;6289;;;;;;;;;
00010243;0001;00;1;;08;20050804;01;;;19940526;4712100;;RUA;PRADOPOLIS;242;;CIDADE ARISTON;06390400;SP;6313;;;;;;;;;
04951944;0001;03;1;CASA DE CARNES DOMINGOS;08;20050908;01;;;20020318;4712100;;RUA;DOS VICENTINOS;371;;VILA NATAL;08795360;SP;6713;11;47257571;;;;;;;
03310575;0001;07;1;MERCADO G. CARVALHO;02;20051103;00;;;19990730;4712100;;RUA;EURIDES LOPES DE ALBUQUERQUE;11;      LT 11 QD C;JARDIM DEVECHI;05206280;SP;7107;11;34856300;11;39927052;11;39927052;cccenter@uol.com.br;;
00010484;0001;50;1;;08;20071030;54;;;19940527;4712100;;RUA;MOGI-GUACU;853;;JD DAS LARANJEIRAS;13453717;SP;7017;;;;;;;;;
00010559;0001;00;1;WE;08;20230627;01;;;19940527;4712100;;RUA;ARARITAGUA;554;;VILA MARIA;02122010;SP;7107;;;;;;;;;
04952481;0001;96;1;MINIMERCADO QUATRO IRMAOS;04;20210324;63;;;20020314;4712100;;RUA;RIO DE JANEIRO;1495;;JD. ORATORIO;09381050;SP;6689;011;45414359;;;;;;;
00010894;0001;09;1;;08;20081231;71;;;19940527;4712100;;AVENIDA;MONTEIRO LOBATO;3300;BOX 09;BALN UMUARAMA;11730000;SP;6723;;;;;;;;;
01663031;0001;95;1;MERCEARIA ARAUJO;08;20090603;54;;;19960930;4712100;;RUA;MARIA BOMBONATTI DA SILVA;75;;JARDIM TURIBIO;06162290;SP;6789;;;;;;;;;
04953200;0001;10;1;;08;20051202;01;;;20020312;4712100;;AVENIDA;11;2.446;SALAO;CENTRO;14781572;SP;6209;17;33222144;;;;;NAO TEM;;
04954123;0001;12;1;BAR SAO GERALDO;04;20190109;63;;;20020313;4712100;;AVENIDA;CEL. RAFAEL BRANDAO;235;;NOGUEIRA;14783276;SP;6209;;;;;;;;;
04954501;0001;68;1;MINIMERCADO SANTA PAULA;04;20181228;63;;;20020314;4712100;;AVENIDA;13 DE MAIO;690;;CENTRO;14725000;SP;7163;16;32751225;;;16;32751225;luiz@asbyte.com.br;;
00013069;0001;50;1;MAF MERCADO MANIA MINEIRA;08;20081231;71;;;19940601;4712100;;RUA;CANARANA;8;;JARDIN DANFER;03729200;SP;7107;;;;;;;;;
00013283;0001;06;1;;04;20190104;63;;;19940601;4712100;;RUA;JOAQUIM M CASTELHANO;275;;JD INDEPENDENCIA;13660000;SP;6915;;;;;;;;;
00013355;0001;15;1;;02;20051103;00;;;19940601;4712100;;ESTRADA;PIEDADE A TAPIRAI;SN;KM 141;RIBEIRAO BONITO;18170000;SP;6857;;;;;;;;;
00013405;0001;64;1;;04;20180906;63;;;19940601;4712100;;RUA;JANUARIO C BARBOSA;102;;JARDIM ELIZABETH;05793280;SP;7107;;;;;;;;;
00013624;0001;43;1;;08;20040422;01;;;19940607;4712100;;RUA;ANGELO PEREIRA;166;;VILA TALARICO;03534140;SP;7107;;;;;;;;;
00013654;0001;50;1;;08;20150209;73;;;19940606;4712100;;AVENIDA;VALENTIN GENTIL;218;;VILA GARCEZ;19560000;SP;6513;;;;;;;;;
01665304;0001;30;1;BAR E AVICOLA NOSSA SENHORA APARECIDA;08;19971020;01;;;19970127;4712100;;AVENIDA;NOSSA SRA DE FATIMA;623;;AGENOR DE CAMPOS;11730000;SP;6723;;;;;;;;;
00013775;0001;00;1;;08;20150209;73;;;19940606;4712100;;RUA;FELISBINA ROQUE DA ROSA;106;;VILA RICA;18013450;SP;7145;;;;;;;;;
03314155;0001;90;1;;08;20151117;67;;;19990721;4712100;;RUA;GRANADA;25;;JARDIM PAULISTA;12215810;SP;7099;12;39115420;;;012;3418071;contabilidade.coelho@ig.com.br;;
00013899;0001;87;1;MINI-MERCADO ZE BANANA;08;20130710;01;;;19940607;4712100;;RUA;DR FELIPE VITA;1229;;CENTRO;18480000;SP;6557;;;;;;;;;
00013954;0001;39;1;;08;20081231;71;;;19940610;4712100;;RUA;SIMAO CALEIRO;2332;;VILA INDUSTRIAL;14407344;SP;6425;;;;;;;;;
00014022;0001;00;1;;08;19950525;01;;;19940608;4712100;;RUA;PASTEUR;147;;CANINDE;03033010;SP;7107;;;;;;;;;
00014094;0001;58;1;O UNIVERSO DA GULA;08;20070124;01;;;19940607;4712100;;RUA;BRIGADEIRO GALVAO;1066;;BARRA FUNDA;01151000;SP;7107;;;;;;;;;
00014265;0001;49;1;;02;20050722;00;;;19940607;4712100;;RUA;VER VITOR JOSE DA SILVA;182;;SANTA ISABEL;12620000;SP;6871;;;;;;;CONTABILMANTIQUEIRA@GMAIL.COM;;
03314827;0001;68;1;;08;20081231;71;;;19990803;4712100;;RUA;TENENTE RAIMUNDO CATANHEDE;131;;VILA INDEPENDENCIA;13480327;SP;6639;;;;;;;;;
00014900;0001;98;1;;08;19951231;01;;;19940608;4712100;;RUA;9 DE JULHO;981;;VILA SAO MIGUEL;18404130;SP;6549;;;;;;;;;
03315374;0001;94;1;MERCEARIA DO BERNARDO;08;20081231;71;;;19990723;4712100;;SITIO;AGUA SANTA;S/N;;LAGOINHA;11800000;SP;6623;;;;;;;;;
01666864;0001;00;1;;08;20081231;71;;;19970127;4712100;;RUA;JURUBAIBA;3056;;BALNEARIO MELVI;11706140;SP;6921;;;;;;;;;
00015241;0001;04;1;;08;20031230;01;;;19940609;4712100;;RUA;BALDUINO ANT PORTES;S/N;;CENTRO;18670000;SP;6171;;;;;;;;;
03315683;0001;64;1;;04;20210119;63;;;19990723;4712100;;RUA;UM;328;;JARDIM DO VALE;12510470;SP;6469;;;;;;;;;
04958027;0001;42;1;;04;20260512;63;;;20020122;4712100;4721102,4722901;RUA;CAICARA DO RIO DO VENTO;120;;PARQUE CISPER;03817000;SP;7107;11;31593702;;;011;56876925;DARCINOVAES@IG.COM.BR;;
00015806;0001;53;1;O BARATAO;08;20081231;71;;;19940610;4712100;;AVENIDA;ENGRACIA AGUDO ROMAO;361;;JD DIOLFEN;15812020;SP;6323;;;;;;;;;
01667594;0001;51;1;;08;20010919;01;;;19970124;4712100;;RUA;BURITIZAL;35;;JD ARACARE;08572560;SP;6563;;;;;;;;;
00015953;0001;23;1;MERCEARIA VERA CRUZ;08;20081231;71;;;19940613;4712100;;RUA;FRANCISCO R FERREIRA;355;;V ANTONIO AUGUSTO;12283510;SP;6271;;;;;;;;;
04958753;0001;65;1;;08;20041201;01;;;20020315;4712100;;;VICINAL MIGUEL PENHALVES MARTINS;S/N;KM 1,5;BARRA DOURADA;15120000;SP;6751;;;;;;;;;
03317184;0001;06;1;;08;20150209;73;;;19990802;4712100;;RUA;CELSO  A.  BUFFA;15;;CENTRO;18460000;SP;6565;;;;;;;;;
00017290;0001;86;1;MERCEARIA E BAR IPIRANGA;08;19940615;01;;;19940615;4712100;;RUA;PRESIDENTE BERNARDES;320;;V PIRATININGA;12216130;SP;7099;;;;;;;;;
01668733;0001;61;1;;08;20040112;01;;;19961213;4712100;;RUA;BECHARA JOSE HAGE;371;;JD JOAO PAULO II;15053260;SP;7097;;;;;;;;;
00017829;0001;05;1;;02;20051103;00;;;19940615;4712100;4761003,4930201,4930202,5611203;RUA;MIGUEL BARBAR;273;;VL GUSTAVO CORREIA;06310320;SP;6313;;;;;;;ANAGIGIO@HOTMAIL.COM;;
03317844;0001;59;1;SUPERMERCADO ECONOMIA;02;20050325;00;;;19990722;4712100;4930202,4930204;RUA;CAPITAO JOSE ESTEVES JUNIOR;267;;JARDIM ESPLANADA;14350000;SP;6119;16;36650185;;;;;;;
00018040;0001;60;1;;08;20150209;73;;;19940614;4712100;;AVENIDA;BELCHIOR DIAS MOREIRA;2100;;JD SANTA CRUZ;13323600;SP;7005;;;;;;;;;
00018159;0001;33;1;;04;20201023;63;;;19940615;4712100;;RUA;JUAN VICENTE;50;A;JARDIM JOELMA;06120010;SP;6789;;;;;;;;;
00018185;0001;61;1;DOCERIA LOJOR;08;20100906;01;;;19940615;4712100;;RUA;WILLIAN WADELL;163;;CENTRO;06622480;SP;6601;;;;;;;;;
01669259;0001;92;1;MERCADINHO RIBEIRO;08;19971128;01;;;19970128;4712100;;RUA;SALVADOR M DE ALMEIDA;483;A;JD PRIMAVERA;17580000;SP;6901;;;;;;;;;
04961064;0001;00;1;;04;20181221;63;;;20020305;4712100;;RUA;CAPITAO ARCILIO RIZZI;241;;CESAR DE SOUZA;08820130;SP;6713;11;23786320;;;;;racontab@racontab.com.br;;
00018552;0001;27;1;MERCEARIA SAO JOSE;04;20180904;63;;;19940615;4712100;;RUA;JOAQUIM FERREIRA;261;;RIO ACIMA;18111235;SP;7243;;;;;;;;;
00018835;0001;79;1;;08;20081231;71;;;19940620;4712100;;AVENIDA;LIBERO A SILVARES;2515;A;COESTER;15600001;SP;6411;;;;;;;;;
03319296;0001;04;1;;04;20210415;63;;;19990802;4712100;;RODOVIA;RAPOSO TAVARES;S/N;KM 251;SERRINHA;18720000;SP;6817;;;;;;;;;
00019641;0001;98;1;SUPERMECADO IBS;08;20081024;54;;;19940620;4712100;;RUA;OSVALDO VACARI;403;;JARDIM MARIA ANTONI;13181000;SP;7149;;;;;;;;;
03320820;0001;59;1;;08;20260526;01;;;19990805;4712100;;RUA;RAUL LEITE MAGALHAES;247;;CENTRO;18180000;SP;7171;015;2242651;;;015;2242651;;;
03321301;0001;05;1;;08;20010406;01;;;19990728;4712100;;RUA;CONEGO THEODORO BEA;653;;CENTRO;15860000;SP;6489;;;;;;;;;
01672590;0001;61;1;MERCEARIA AMORIM;04;20181214;63;;;19970129;4712100;;RUA;JOAQUIM MOREIRA;32;;PQ SAO MIGUEL;07260320;SP;6477;;;;;;;;;
